site,Snail no.,survey,collection date,collected by,dissection date,dissected by ,processed by ,buried? ,length (mm),sex,"parth/ gonad state 1 (r,p,n)","parth/ gonad state 2 (r,p,n)","parth/ gonad state 3 (r,p,n)",early 1? ( y/n),early 2? (y/n),early 3? (y/n),trematode 1,trematode 2,trematode 3,fixed for genetics?,"crab dam (n,s,a)",MCs hima,cata,phil,notes
c3,16,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,20,f,n,,,,,,u,,,,,,,,
c3,17,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,25.2,f,p,,,,,,prob,,,,,,,,
c3,18,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,28.2,m,r,,,,,,euha,,,,a,0,0,0,
c3,19,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,24,f,p,,,,,,paro,,,,,,,,
c3,20,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,20.1,m,r,,,,,,u,,,,,,,,
c3,21,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,19.7,m,r,,,,,,paro,,,,,,,,
c3,22,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,26.7,f,p,,,,,,euha,,,,,,,,
c3,23,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,21.6,m,n,,,,,,u,,,,n,0,0,0,1 hima scar
c3,24,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,21.4,m,n,,,,,,u,,,,,,,,
c3,25,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,15.8,m,n,,,,,,u,,,,,,,,
c3,26,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,12.1,m,n,,,,,,u,,,,,,,,
c3,27,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,18.8,f,n,,,,,,u,,,,,,,,
c3,28,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,10.5,m,n,,,,,,u,,,,,,,,
c3,29,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,25,m,r,,,,,,cloa,,,,,,,,
c3,30,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,21.2,m,r,,,,,,renb,,,,,,,,rat king
c3,31,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,20.7,f,r,,,,,,paro,,,,,,,,
c3,32,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,19.9,m,n,,,,,,u,,,,,,,,
c3,33,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,22.9,f,n,,,,,,u,,,,,,,,
c3,34,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,26.1,m,n,,,y,,,paro,,,,,,,,
c3,35,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,22.8,f,r,,,,,,euha,,,,,,,,
c3,36,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,24.3,f,n,,,,,,u,,,,a,0,0,0,2 hima scars
c3,37,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,23.6,f,r,,,,,,u,,,,,,,,
c3,38,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,20.3,f,n,,,,,,u,,,,,,,,
c3,39,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,13.3,f,n,,,,,,u,,,,n,0,0,0,
c3,40,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,24,f,n,r,,,,,renb,stic,,,,,,,rat king
c3,41,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,28.6,f,n,,,,,,u,,,,,,,,
c3,42,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,25.5,f,n,,,,,,u,,,,,,,,
c3,43,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,15.3,m,n,,,y,,,euha,,,,,,,,mother sporocysts present
c3,44,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,20.9,f,r,,,,,,euha,,,,,,,,
c3,45,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,26.5,f,r,,,,,,euha,,,,,,,,
c3,46,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,19.7,m,n,,,,,,u,,,,,,,,
c3,47,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,19.8,m,n,,,,,,u,,,,,,,,
c3,48,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,17.8,m,r,,,,,,u,,,,,,,,
c3,49,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,27.7,f,r,,,,,,renb,,,,n,0,0,0,rat king
c3,50,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,25.2,f,r,,,,,,u,,,,,,,,
c3,51,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,24.4,m,r,,,,,,euha,,,,,,,,
c3,52,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,25.6,f,n,,,,,,u,,,,,,,,
c3,53,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,23.4,m,n,,,,,,u,,,,,,,,
c3,54,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,25.3,m,r,,,,,,u,,,,,,,,
c3,55,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,22.4,f,n,,,,,,u,,,,,,,,
c3,56,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,20,f,n,,,,,,u,,,,,,,,
c3,57,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,24.5,m,r,,,,,,u,,,,,,,,
c3,58,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,12.8,m,n,,,,,,u,,,,a,0,0,0,
c7,1,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Crystal",e,18.8,m,n,,,,,,u,,,,,,,,(u)
c7,2,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,24.4,f,r,,,,,,euha,,,,n,0,0,0,(i)
c7,3,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,24.2,f,n,n,,,,,renb,euha,,,n,0,0,0,"(u), infection is dead"
c7,4,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Crystal",b,26.2,f,p,,,,,,euha,,,,,,,,(i)
c7,5,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Crystal",e,23,f,n,,,,,,u,,,,,,,,(u)
c7,6,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Crystal",e,28.6,f,r,,,,,,meso,,,,,,,,(u)
c7,7,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Crystal",e,30.8,m,r,,,,,,himb,,,,,,,,(u)
c7,8,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,26.1,f,r,,,,,,pygi,,,,,,,,(u)
c7,9,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,26.6,m,r,,,,,,u,,,,n,0,0,0,(u)
c7,10,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Crystal",e,30.5,m,r,,,,,,himb,,,,n,0,0,0,(u)
c7,11,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,28.5,m,r,,,,,,paro,,,,,,,,(u)
c7,12,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,28,f,r,,,,,,u,,,,,,,,(u)
c7,13,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,25.1,f,n,,,,,,u,,,,,,,,(u)
c7,14,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,19.7,m,r,,,,,,u,,,,,,,,(u)
c7,15,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,28.5,m,r,,,,,,u,,,,,,,,(u)
c7,16,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,23.7,m,n,,,,,,u,,,,,,,,(u)
c7,17,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,20.8,m,n,,,,,,himb,,,,,,,,(u)
c7,18,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,22,m,n,,,,,,u,,,,,,,,(u)
c7,19,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,24,f,n,,,,,,u,,,,,,,,(u)
c7,20,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,21.3,m,n,,,,,,u,,,,,,,,(u)
c7,21,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,26.9,f,n,,,,,,euha,,,,a,0,0,0,(u)
c7,22,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,21.2,f,n,,,,,,u,,,,,,,,(u)
c7,23,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,21.6,f,r,,,,,,u,,,,a,0,0,0,(u)
c7,24,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,22.8,m,n,,,,,,u,,,,,,,,(u)
c7,25,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,18.2,m,n,,,,,,u,,,,,,,,(u)
c7,26,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Crystal",e,18.2,m,n,,,,,,u,,,,a,0,0,0,(u)
c7,27,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,15.9,f,n,,,,,,u,,,,,,,,(u)
c7,28,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,18.2,f,n,,,,,,u,,,,,,,,(u)
c7,29,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,12.6,m,n,,,,,,u,,,,,,,,(u)
c7,30,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,27.1,m,p,,,,,,hima,,,,,,,,(i)
c7,31,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,29.2,f,n,,,,,,euha,,,,,,,,(i)
c7,32,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,27.2,f,r,,,,,,euha,,,,,,,,(i)
c7,33,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,26,m,r,,,,,,acan,,,,,,,,(i)
c7,34,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,27.2,f,r,,,,,,euha,,,,,,,,(i)
c7,35,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,22.9,m,r,,,,,,euha,,,,,,,,"(i), dead infection"
c7,36,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,29.4,m,n,,,,,,euha,,,,,,,,(i)
c7,37,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,21.5,m,r,,,,,,smcy,,,,"a,s",0,0,0,(i)
c7,38,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,25.5,f,n,p,,,,,renb,euha,,,,,,,(i)
c7,39,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,25,f,n,,,,,,euha,,,,n,0,0,0,"(i), mother sporocysts present"
c7,40,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,24.9,m,r,,,,,,euha,,,,,,,,(i)
c7,41,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,13.8,m,n,,,,,,renb,,,,,,,,(i)
c7,42,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,25.8,f,p,,,y,,,euha,,,,,,,,(i)
c7,43,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,27,f,p,,,,,,euha,,,,,,,,(i)
c7,44,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,26.3,f,r,,,,,,euha,,,,,,,,(i)
c7,45,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,28.7,f,p,,,,,,euha,,,,,,,,(i)
c7,46,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,24.8,f,r,,,,,,euha,,,,,,,,(i)
c7,47,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,25.9,m,r,,,,,,euha,,,,,,,,(i)
c7,48,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,26.1,m,r,,,,,,euha,,,,,,,,(i)
c7,49,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,31.1,m,p,,,,,,euha,,,,n,0,0,0,"(i), mother sporocysts present"
c7,50,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,24.9,m,p,p,,,,,renb,euha,,,,,,,(i)
c7,51,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,25.3,m,r,,,,,,euha,,,,,,,,
c7,52,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,17.7,f,n,,,,,,u,,,,,,,,
c7,53,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,13.8,m,r,,,,,,acan,,,,,,,,
c7,54,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,12,m,n,,,,,,u,,,,,,,,
c7,55,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,22.8,f,n,,,,,,u,,,,,,,,
c7,56,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,20.4,f,n,,,,,,u,,,,,,,,
c7,57,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,13.8,f,n,,,,,,u,,,,,,,,
c7,58,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Crystal",e,19.9,m,r,,,,,,u,,,,,,,,
c8,1,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,25.2,f,r,,,,,,euha,,,,,,,,(i)
c8,2,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,26.5,m,r,,,,,,euha,,,,n,0,0,0,(i)
c8,3,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,25.6,f,r,,,,,,euha,,,,s,0,0,0,(i)
c8,4,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,28.5,f,p,,,,,,euha,,,,,,,,(i)
c8,5,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,26.9,f,p,,,,,,euha,,,,,,,,(i)
c8,6,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,25.1,f,r,,,,,,smmi,,,,,,,,(i)
c8,7,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,22.7,m,r,,,,,,euha,,,,,,,,(i)
c8,8,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,26.9,m,n,,,,,,himb,,,,,,,,(i)
c8,9,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,28.5,f,p,,,,,,euha,,,,n,0,0,0,(i)
c8,10,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,26,m,r,,,,,,pygi,,,,n,0,0,0,(u)
c8,11,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,24.8,f,n,,,,,,renb,,,,,,,,(u)
c8,12,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,15.8,m,r,,,,,,u,,,,,,,,(u)
c8,13,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,19.5,f,n,,,,,,u,,,,,,,,(u)
c8,14,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,23.3,m,n,,,,,,u,,,,,,,,(u)
c8,15,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,26.9,m,r,,,,,,u,,,,,,,,(u)
c8,16,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,24.8,f,n,,,y,,,himb,,,,,,,,"(u), reds in heart"
c8,17,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,25.5,f,n,,,,,,u,,,,,,,,(u)
c8,18,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,23.8,m,n,,,,,,euha,,,,,,,,(u)
c8,19,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,21.3,f,n,,,,,,u,,,,,,,,(u)
c8,20,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,23.8,f,n,,,,,,u,,,,,,,,(u)
c8,21,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,24.9,f,n,,,,,,u,,,,n,0,0,0,"(u), 1 hima scar"
c8,22,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,18,f,n,,,,,,u,,,,,,,,(u)
c8,23,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,17.5,f,n,,,,,,u,,,,n,0,1,0,(u)
c8,24,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,24.6,f,n,,,,,,u,,,,,,,,(u)
c8,25,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,22,m,r,,,,,,u,,,,,,,,(u)
c8,26,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,24.3,f,n,,,,,,u,,,,s,0,0,0,"(u), 1 cata scar"
c8,27,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,19.6,f,n,,,,,,u,,,,,,,,(u)
c8,28,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,26.5,m,r,,,,,,euha,,,,,,,,(u)
c8,29,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,23.2,f,n,,,,,,u,,,,,,,,(u)
c8,30,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",e,14.4,f,n,,,,,,u,,,,,,,,(u)
c8,31,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,25.4,f,n,,,,,,u,,,,,,,,(u)
c8,32,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",e,23.1,f,n,,,,,,u,,,,,,,,(u)
c8,33,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,24.1,m,n,,,,,,u,,,,,,,,(u)
c8,34,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,23.6,m,n,,,,,,u,,,,,,,,(u)
c8,35,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,23.9,f,n,,,,,,u,,,,,,,,(u)
c8,36,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,23.7,m,p,,,,,,stic,,,,,,,,(u)
c8,37,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,25.1,m,n,,,,,,u,,,,n,0,0,0,(u)
c8,38,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,29.2,m,p,,,,,,euha,,,,,,,,(u)
c8,39,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,26.2,f,n,,,,,,u,,,,n,0,0,0,(u)
c8,40,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,27.2,f,n,,,,,,u,,,,,,,,(u)
c8,41,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,24.2,f,n,,,,,,u,,,,,,,,(u)
c8,42,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,24.6,m,n,,,,,,u,,,,,,,,(u)
c8,43,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,24,m,n,,,,,,u,,,,,,,,(u)
c8,44,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,20.8,f,n,,,,,,u,,,,,,,,(u)
c8,45,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,22.4,m,n,,,,,,u,,,,,,,,(u)
c8,46,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,25.8,m,n,,,,,,u,,,,,,,,(u)
c8,47,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,22.8,f,n,,,,,,u,,,,,,,,(u)
c8,48,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,16.3,m,n,,,,,,u,,,,,,,,(u)
c8,49,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,25.1,f,n,,,,,,u,,,,n,0,0,0,"(u), 2 hima scars"
c8,50,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,AW,"TS, AW, Paola",b,15.9,f,n,,,,,,u,,,,,,,,(u)
c8,51,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,21.9,m,r,,,,,,meso,,,,,,,,
c8,52,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,25.7,f,n,,,y,,,himb,,,,,,,,
c8,53,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,24.2,f,p,,,,,,euha,,,,,,,,
c8,54,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,14.2,f,n,,,,,,u,,,,,,,,
c8,55,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,24.8,f,n,,,,,,u,,,,,,,,
c8,56,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,24.9,m,n,,,,,,u,,,,,,,,
c8,57,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,22.4,f,p,,,,,,euha,,,,,,,,
c8,58,12-Aug,16-Aug-12,"TS, AW, JA",21-Aug-12,TS,"TS, AW, Paola",b,28,f,r,,,,,,euha,,,,,,,,
f1,1,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,32.6,m,r,,,,,,himb,,,,,,,,
f1,2,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,29.3,f,r,,,,,,himb,,,,,,,,
f1,3,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,28.2,m,r,,,,,,u,,,,,,,,
f1,4,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,29.6,m,r,,,,,,repo,,,,,,,,
f1,5,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,26.7,f,r,,,,,,himb,,,,,,,,
f1,6,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,27.9,f,n,,,,,,u,,,,,,,,
f1,7,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,AW,"TS, AW, Crystal",e,28,f,r,,,,,,repo,,,,,,,,
f1,8,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,25,m,r,,,,,,prob,,,,,,,,
f1,9,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,29.5,m,r,,,,,,u,,,,,,,,
f1,10,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,24.5,f,n,,,,,,hima,,,,,,,,
f1,11,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,31.2,m,n,,,,,,u,,,,,,,,
f1,12,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,25,m,r,,,,,,u,,,,,,,,
f1,13,12-Aug,16-Aug-12,"TS, AW, JA",17-Aug-12,TS,"TS, AW, Crystal",e,29.2,m,r,,,,,,u,,,,,,,,
